Date,Headline,Summary
Deadline: White House - 7:55 PM 12/05/2018,Why Rudy Giuliani's response to Mueller's Flynn filing doesn't...,"WaPo’s Aaron Blake, Fmr. FBI Asst. Director Frank Figliuzzi, former DOJ chief spox Matt Miller, WaPo columnist Eugene Robinson & Daily Beast’s Betsy Woodruff on the response to Mueller’s Flynn sentencing memo by Trump’s attorney Rudy Giuliani"
The Beat With Ari Melber - 7:51 PM 12/05/2018,"Watch Trump, Clinton, Obama sit together at Bush funeral",President Trump came face-to-face with former President Barack Obama and Hillary Clinton at the funeral of former President George H. W. Bush. The in-person encounter comes just weeks after news broke that Trump wanted Clinton prosecuted and put in...
The Beat With Ari Melber - 7:50 PM 12/05/2018,"Ret. Lt. Col: Michael Flynn betrayed his country, 'unforgivable'","Ari Melber breaks down what we learned from Mueller’s most recent filing: the sentencing memo for former Trump National Security adviser, Michael Flynn. Mueller notes Flynn helped with several ongoing investigation and a criminal investigation that he..."
Hardball with Chris Matthews - 7:50 PM 12/05/2018,"2020 Watch: Obama met with Beto O’Rourke, Andrew Gillum",The Washington Post reports today that Beto O'Rourke met with Obama in Washington last month. CNN is reporting that Andrew Gillum met with Obama just yesterday.
The Beat With Ari Melber - 7:49 PM 12/05/2018,Why Michael Flynn memo turns up heat on Jared Kushner,Special Counsel Mueller never mentions Trump son-in-law Jared Kushner by name in the Michael Flynn sentencing memo – at least not in the portions made public – but one un-redacted line could be directly relevant to Kushner. Ari Melber breaks down who...
Deadline: White House - 7:47 PM 12/05/2018,"With Flynn filing, Mueller sends a message to Trump's inner...","Fmr. FBI Asst. Director Frank Figliuzzi, former DOJ chief spox Matt Miller, former federal prosecutor Paul Butler, WaPo columnist Eugene Robinson &Daily Beast’s Betsy Woodruff on Robert Mueller’s sentencing memo for Michael Flynn and what it could mean..."
Hardball with Chris Matthews - 7:28 PM 12/05/2018,Dems in uproar after Wisconsin GOP rams through power grab,"Hours after Republicans pushed through bills curbing the powers of the incoming Democratic governor and attorney general, Wisconsin Democrats charged Wednesday that it was nothing but a naked partisan power grab denying the will of the voters and would"
Hardball with Chris Matthews - 7:12 PM 12/05/2018,What does the Flynn memo mean for the Mueller probe?,"It's now clear that Flynn, who once served Trump in the campaign, the transition, and the administration, is a valuable witness for the prosecution."
Steve Benen The Rachel Maddow Show - 5:30 PM 12/05/2018,"Wednesday's Mini-Report, 12.5.18",Today's edition of quick hits.
4:33 PM 12/05/2018,Maryland Atty. General on Trump Hotel subpoenas,Maryland Attorney General Brian Frosh tells Hallie Jackson why he’s subpoenaing Trump entities and Federal Agencies to determine whether the Trump International Hotel in Washington D.C. is violating the constitution.
Deadline: White House - 4:22 PM 12/05/2018,Presidents and dignitaries come together to honor George H.W....,"George H.W. Bush's funeral service provided many unforgettable moments throughout the day, but none compare to watching a son, George W. Bush, grieve the passing of his father."
Steve Benen The Rachel Maddow Show - 2:13 PM 12/05/2018,Hack into Republicans' committee leaves Trump in an awkward spot,"Trump said last year that ""careless"" Dems should be ""ashamed"" of getting hacked. Will he say the same about the National Republican Campaign Committee?"
Steve Benen The Rachel Maddow Show - 12:40 PM 12/05/2018,Mattis and Pompeo face bipartisan pressure following Khashoggi briefing,Did Defense Secretary Jim Mattis and Secretary of State Mike Pompeo mislead senators on Khashoggi's murders. Some senators clearly believe they did.
MSNBC Live - 11:09 AM 12/05/2018,Former presidents sit together in National Cathedral to honor...,"President Trump and the First Lady arrive at the the National Cathedral at the state funeral of Fmr. President George H.W. Bush. The Trumps sit down next to Fmr. President Obama and Michelle Obama, Fmr. President Bill Clinton and Hillary Clinton and Fmr."
The Beat With Ari Melber - 10:29 AM 12/05/2018,'No collusion' to no testifying: Stone & Trump stonewall probe,"Trump adviser Roger Stone is defying a Senate interview request, citing his fifth amendment rights, just days after President Trump praised his “guts” for refusing to cooperate with the Mueller probe. Watergate Prosecutor Nick Akerman, who interviewed..."
The Beat With Ari Melber - 10:24 AM 12/05/2018,Why Trump’s $50 million penthouse for Putin Could be illegal,"New reporting reveals the Trump Organization planned to give Russian President Vladimir Putin a $50 million penthouse as part of a deal to build a skyscraper in Moscow. Reporter who broke the story, Anthony Cormier, tells Ari Melber Michael Cohen ..."
The Beat With Ari Melber - 10:22 AM 12/05/2018,Michael Cohen's criminal defense: My crimes not as bad as DMX's,"Michael Cohen name checked celebrities like DMX, John Travolta and Willie Nelson in his new sentencing memo asking Federal Prosecutors to give him less jail time. Attorney Maya Wiley tells Ari Melber “there’s nothing really historic about a white man..."
Steve Benen The Rachel Maddow Show - 10:07 AM 12/05/2018,Leading Trump ally tries to spin latest Mueller court filing,"Mark Meadows, one of Trump's most ardent congressional allies, believes the latest Mueller court filing is ""good news."" That's very hard to believe."
Steve Benen The Rachel Maddow Show - 9:20 AM 12/05/2018,"Giuliani, Trump's 'cyber' guy, flubs internet basics, blames conspiracy",We've all published typos. Most of us don't attribute our mistakes to some nefarious political plot cooked up by our perceived enemies.
Morning Joe  - 8:49 AM 12/05/2018,Maureen Dowd: Bush 41 did agree with me at times,"The New York Times' Maureen Dowd discusses Bush 41's relationship with the press, his letters to her over the years, why she says he agreed with her on the Iraq War and how he felt about Trump."
Steve Benen The Rachel Maddow Show - 8:40 AM 12/05/2018,"Roger Stone, longtime Trump associate, pleads the Fifth","A third person close to Trump has pleaded the Fifth. Remember when Trump asked, ""If you're innocent, why are you taking the Fifth Amendment?"""
Steve Benen The Rachel Maddow Show - 8:00 AM 12/05/2018,"In Flynn filing, Mueller points to 'several ongoing investigations'","The special counsel last night tipped his hand, but just a little. If Trump and his lawyers aren't nervous, they're not playing close enough attention."
Morning Joe  - 7:30 AM 12/05/2018,What does it mean to be conservative in the Trump era?,"What does it mean to be conservative in the age of Trump? Are Republicans who align themselves with Trump the antithesis of conservative? Tom Nichols, Michael Steele and Charlie Sykes discuss."
Morning Joe  - 6:38 AM 12/05/2018,Haspel becomes CIA director 'for real' after briefing with...,"A bipartisan group of senators said Tuesday that a classified briefing by the C.I.A. director strengthens their view that Mohammed bin Salman ordered the killing of the Saudi dissident Jamal Khashoggi, according to NYT reporting."
Morning Joe  - 6:15 AM 12/05/2018,Flynn gives Mueller 'multiple somethings' of value: Joyce Vance,"Former national security adviser Michael Flynn provided 'substantial assistance' in the special counsel's Russia investigation and should receive little to no prison time, federal prosecutors said in court papers filed Tuesday."
The 11th Hour with Brian Williams - 11:56 PM 12/04/2018,Even in passing Bush 41 brings a rare moment of peace to DC,Brian discusses the quiet calm of Bush-era of politics as compared with the chaotic Washington of the Trump presidency with Susan Page & Michael Beschloss.
The 11th Hour with Brian Williams - 11:39 PM 12/04/2018,What's the political fallout from Mueller's Flynn memo for Trump?,Mueller's sentencing memo for Michael Flynn is giving us even more information about the special counsel's Russia investigation. We talk to Robert Costa & Philip Rucker about what the political impact will be for the Trump White House.
The 11th Hour with Brian Williams - 11:18 PM 12/04/2018,Court doc says Flynn provided 'substantial assistance' to Mueller,"Mueller filed a Flynn sentencing memo & it shows that Flynn told the special counsel a lot in 19 separate interviews. We discuss what it means for Trump & what's still unknown about Mueller's investigation with Cynthia Alksne, Glenn Kirschner, & Matthew"
The Last Word with Lawrence O'Donnell - 11:12 PM 12/04/2018,Rep. Nadler on Mueller's new Flynn revelations,"Incoming Judiciary Chairman Jerry Nadler (D-NY) reacts to the latest Mueller filing and how ""the appearance of witness tampering"" in Pres. Trump's latest tweets affects any decision on possible impeachment. Rep. Nadler says he is considering..."
The Last Word with Lawrence O'Donnell - 11:11 PM 12/04/2018,"New Mueller filing: Flynn sat for 19 interviews with Mueller,...","New court filings from Mueller's prosecutors reveal that Michael Flynn has cooperated extensively with Mueller's investigation. Lawrence breaks down what the documents mean with Ken Dilanian, Mimi Rocah, and John Heilemann."
The Rachel Maddow Show - 9:59 PM 12/04/2018,Flynn's lies about Russia not explained in Mueller memo,"Lawrence O'Donnell talks with Rachel Maddow about how Mike Flynn fits into the big picture of the Trump Russia investigation, and what questions remain unanswered."
The Rachel Maddow Show - 9:52 PM 12/04/2018,Another FBI official overseeing Trump Russia investigation exits,"Rachel Maddow reports on the departure of Bill Priestap from the FBI and notes that now all of the senior FBI officials who were involved in the Trump Russia investigation at the very beginning have left, even as the investigation has not concluded."
The Rachel Maddow Show - 9:44 PM 12/04/2018,Flynn's 19 meetings with Mueller suggest a lot was shared,"Barbara McQuade, former U.S. attorney, talks with Rachel Maddow about some of the details in Robert Mueller's sentencing memorandum on Michael Flynn that offer insight into Flynn's role in the Trump Russia investigation."
