Date,Headline,Summary
"Jan 28, 2019",2020 Democrats appeal to progressive wing of party,Could a move to the left upset Democratic chances in 2020? Insight and analysis from the 'Special Report' All-Stars.
"Jan 28, 2019",John Bolton's written note on 'troops to Colombia' raises eyebrows,"National Security Adviser John Bolton may have inadvertently revealed a potential next move by the Trump administration in the Venezuela crisis Monday when photographers captured a note on a legal pad that read: ""5,000 troops to Colombia."""
"Jan 28, 2019",Manafort sentencing date in fraud case pushed back by judge,"Former Trump campaign chairman Paul Manafort's sentencing in regard to multiple counts of bank and tax fraud has been delayed until “further order of the court,” a district court judge announced on Monday."
"Jan 28, 2019",2020 presidential candidates court Iowa farmers by blasting US-China trade war,Farming and trade have become major campaign issues in Iowa as ranchers in the region deal with the growing fallout of the U.S.-China trade war. 
"Jan 28, 2019","Date set for Cohen to testify before House Intel Committee, as 2 new lawyers join his legal team",Michael Cohen’s legal team added a few new players to its roster just in time for his upcoming - and rescheduled - testimony in front of the House Intelligence Committee.
"Jan 28, 2019",Gutfeld on the humiliating Telegraph-Melania Trump debacle,The British paper The Daily Telegraph issued a humiliating apology Saturday.
"Jan 28, 2019",Sen. Kamala Harris pushes left-wing agenda during campaign launch speech,List of 2020 presidential hopefuls grows as more Democratic candidates join crowded field; reaction and analysis on 'The Five.'
"Jan 28, 2019",Whitaker: Mueller probe is 'close to being completed',"In his first question-and-answer session with reporters since becoming Acting Attorney General, Matthew Whitaker on Monday announced that Special Counsel Robert Mueller's Russia investigation is “close to being completed."""
"Jan 28, 2019",Democrats get jittery over coffee exec,"Could Schultz be what the party needs, though?"
"Jan 28, 2019","Trump's China negotiations: Experts say more needs to be done to protect IP theft, could take years","The Trump administration needs to be doing more to protect against the theft of American intellectual property by the Chinese government, according to a bipartisan commission of experts that estimated the cost to U.S. companies at $225-$600 billion per year, if not more. "
"Jan 28, 2019",Sarah Sanders: Trump opened government because Dems 'signaled' they're willing to make border deal,"President Trump agreed to re-open the government for three weeks because Democrats signaled they're willing to negotiate on border security, White House Press Secretary Sarah Sanders said Monday."
"Jan 28, 2019","Democratic lawmaker: Media, Democrats over-hyped Trump 'caving' and reopening government","Guests: Phil Flynn, Jerry Boykin, Emanuel Cleaver; John Barrasso"
"Jan 28, 2019",How deep are cracks in Venezuelan military support for Maduro?,"As most of his cohorts in the Venezuelan embassy in Washington hastily burned documents and packed their bags to return to the capital Caracas, after President Nicolas Maduro severed all diplomatic ties with the United States last week, the country’s military attaché’ Col. Jose Luis Silva instead became the first high-ranking officer to defect since opposition leader and head of the National Assembly, Juan Guaido, formally challenged Maduro for the nation’s leadership last week."
"Jan 28, 2019",Pelosi invites Trump to give State of the Union address on February 5,"House Speaker Nancy Pelosi, D-Calif., on Monday invited President Trump to deliver the State of the Union address on February 5."
"Jan 28, 2019","US announces sweeping sanctions against Venezuelan President Nicolas Maduro, state-owned oil company","The White House on Monday announced billions of dollars in new sanctions against Venezuelan President Nicolas Maduro and the country's state-owned oil monopoly PDVSA, less than a week after President Trump formally recognized Juan Guaido as Venezuela's legitimate leader."
"Jan 28, 2019",New Hampshire's opioid crisis key issue for 2020 presidential candidates,"Experts in both politics and mental health agree: the Opioid Crisis is not going away anytime soon, and the candidates need to set forth a plan on what exactly they will do differently."
"Jan 28, 2019",Barr acknowledges conversations with Pence about Mueller's Russia probe,"William Barr, President Trump's nominee for attorney general, disclosed on Monday that he has discussed Special Counsel Robert Mueller's Russia probe with Vice President Mike Pence, although he insisted he neither provided legal advice to the White House nor received any confidential information from Pence."
"Jan 28, 2019",Bloomberg swipes at Schultz over possible 2020 bid: ‘No way an independent can win’,"Former New York City Mayor Michael Bloomberg took a not-so-subtle swipe at Howard Schultz after the ex-Starbucks CEO said he's mulling an independent presidential bid, issuing a statement Monday saying there is “no way an independent can win.”"
"Jan 28, 2019",Mark Penn: Could the US end up like Venezuela? It might if we don't learn these three critical lessons,"Several decades ago I worked with two of Venezuela’s presidents, helping them understand the aspirations of their people through polls. The country enjoyed universal voting, a free press, and oftentimes a million people would turn out for a political rally."
"Jan 28, 2019",Sarah Sanders to hold first White House press briefing in 41 days,"White House Press Secretary Sarah Sanders plans to hold her first press briefing in 41 days on Monday, returning to the podium after President Trump said he had instructed her “not to bother” giving briefings for a while, citing inaccurate coverage."
"Jan 28, 2019",Why Democrats are unlikely to budge on next round of border security negotiations,"Does anyone really think we won’t be back here in three weeks, trying to avert another crisis and fund the government?"
"Jan 28, 2019",Venezuelan opposition leader calls for more protests as Maduro remains defiant to mounting pressure,"Juan Guaido, opposition leader and self-proclaimed interim head of state, ordered more protests in “every corner of Venezuela” and around the world as President Nicolas Maduro defiant against intensifying pressure against his administration."
"Jan 28, 2019",Newt Gingrich: Democrats and Never Trumpers will put Trump back in the White House in 2020 -- Here's why,"As you listen to the liberal media, the Never Trumpers and the left-wing Trump haters chatter on about President Trump’s current situation, remember these two numbers — 35 and 49."
"Jan 28, 2019",Undocumented workers reportedly fired from Trump golf club,"About a dozen employees who are undocumented and worked at President Trump’s golf club in Westchester County, N.Y., for years say they were let go on Jan.18 because of their status, according to a report."
"Jan 28, 2019",Kamala Harris snags early endorsement from Democratic Rep. Ted Lieu,"The Golden State’s presidential primary is more than 13 months away, but that didn’t stop Democratic Rep. Ted Lieu from announcing an early endorsement Monday for fellow Californian, Sen. Kamala Harris, for president."
"Jan 28, 2019",Turkey to create 'safe zones' in Syria - with or without US support,"Turkish President Recep Tayyip Erdogan has insisted that they will go ahead and form a “safe zone” – an area designed to protect civilians and curtail refugee outflows in conflict regions – along the Syrian border within months, with or without the support of the U.S and other allies."
"Jan 28, 2019",Meghan McCain clarifies Republican Party remarks: Not voting for Trump doesn't mean I'm no longer conservative,"Meghan McCain took a moment on Monday to clarify her comments on the Republican Party that ""made a little news over the weekend."""
"Jan 28, 2019",Model hid Trump support out of fear it would kill her career: ‘I couldn’t tell anyone’,"Elizabeth Pipko, a 23-year-old model who has appeared in Maxim, has kept a secret from her industry colleagues out of fear it could derail her career."
